0.000000 0.000000
0.000000 -0.000000
1.000000 -0.000000
0.333333 0.000000
0.233084 -0.238292
0.850642 -0.297999
0.555556 0.192450
0.250895 -0.531724
0.923120 -0.582897
0.648148 0.160375
0.338570 -0.575488
0.852957 -0.651302
0.395062 0.213833
0.123383 -0.431944
1.014150 -0.448997
0.131687 0.071278
0.041128 -0.143981
1.004717 -0.149666
0.334705 0.049894
0.198374 -0.274162
0.894633 -0.321582
0.778235 0.016631
0.532292 -0.567971
0.666162 -0.703192
0.926078 0.005544
0.643598 -0.665908
0.590005 -0.830395
0.486079 0.268260
0.148119 -0.535068
1.022024 -0.554753
0.828693 0.089420
0.515540 -0.654940
0.708626 -0.780916
0.276231 0.029807
0.171847 -0.218313
0.902875 -0.260305
0.370767 0.084709
0.198703 -0.324286
0.909598 -0.369421
0.370675 0.121149
0.172588 -0.349700
0.942218 -0.385666
0.596752 0.201862
0.272973 -0.567756
0.913075 -0.623943
0.374519 0.205911
0.114682 -0.411719
1.016272 -0.427082
0.621861 0.214879
0.281225 -0.594808
0.913462 -0.652224
0.207287 0.071626
0.093742 -0.198269
0.971154 -0.217408
0.735762 0.023875
0.497414 -0.542674
0.691669 -0.668467
0.629519 0.080258
0.382817 -0.506149
0.789679 -0.598750
0.209840 0.026753
0.127606 -0.168716
0.929893 -0.199583
0.736613 0.008918
0.508702 -0.532823
0.677915 -0.662526
0.912204 0.002973
0.635735 -0.654192
0.593923 -0.816840
0.484509 0.263826
0.150190 -0.530845
1.018764 -0.551363
0.337925 0.183837
0.104874 -0.370123
1.012934 -0.384476
0.336585 0.128190
0.143717 -0.330254
0.963787 -0.358344
0.778862 0.042730
0.514073 -0.586669
0.689213 -0.715446
0.642145 0.070959
0.398294 -0.508673
0.775709 -0.605871
0.214048 0.023653
0.132765 -0.169558
0.925236 -0.201957
0.071349 0.007884
0.044255 -0.056519
0.975079 -0.067319
0.023783 0.002628
0.014752 -0.018840
0.991693 -0.022440
0.504723 0.282248
0.151156 -0.558176
1.026176 -0.577688
0.665598 0.190016
0.329582 -0.608689
0.871636 -0.680184
0.389414 0.223811
0.112301 -0.434883
1.025600 -0.448418
0.333627 0.149716
0.126261 -0.343191
0.984356 -0.365345
0.345719 0.121262
0.155056 -0.331939
0.953501 -0.363406
0.355948 0.120011
0.163104 -0.338376
0.947798 -0.371990
0.593969 0.205924
0.268123 -0.568607
0.917953 -0.623275
0.864656 0.068641
0.555542 -0.666120
0.673935 -0.803756
0.663924 0.050511
0.428141 -0.509943
0.747669 -0.616179
0.429406 0.200077
0.157232 -0.446876
0.986462 -0.473537
0.809802 0.066692
0.518578 -0.625543
0.696772 -0.753843
0.269934 0.022231
0.172859 -0.208514
0.898924 -0.251281
0.551406 0.214457
0.232261 -0.544147
0.944653 -0.589048
0.653809 0.165241
0.339050 -0.582938
0.854770 -0.658543
0.656669 0.127477
0.368046 -0.558575
0.819728 -0.644179
0.405979 0.210810
0.133178 -0.437634
1.006555 -0.457402
0.801993 0.070270
0.510560 -0.622462
0.703469 -0.748465
0.653951 0.068871
0.408041 -0.515652
0.768553 -0.615489
0.422444 0.200258
0.152234 -0.442025
0.989744 -0.467393
0.628217 0.200102
0.296233 -0.589019
0.897404 -0.651284
0.876072 0.066701
0.564911 -0.672924
0.667085 -0.813093
0.460091 0.264017
0.132979 -0.513522
1.029876 -0.529618
0.652897 0.199861
0.313663 -0.606494
0.886129 -0.673240
0.666511 0.133510
0.370615 -0.569830
0.820712 -0.655681
0.649626 0.118522
0.369523 -0.547279
0.814878 -0.633870
0.883209 0.039507
0.589342 -0.659011
0.639577 -0.807288
0.961070 0.013169
0.662614 -0.696254
0.581143 -0.865094
0.320357 0.004390
0.220871 -0.232085
0.860381 -0.288365
0.554660 0.196928
0.247067 -0.534215
0.927524 -0.584102
0.184887 0.065643
0.082356 -0.178072
0.975841 -0.194701
0.061629 0.021881
0.027452 -0.059357
0.991947 -0.064900
0.020543 0.007294
0.009151 -0.019786
0.997316 -0.021633
0.006848 0.002431
0.003050 -0.006595
0.999105 -0.007211
0.668949 0.000810
0.467184 -0.478783
0.700986 -0.598401
0.889650 0.000270
0.621895 -0.636179
0.601613 -0.795465
0.648353 0.031900
0.430556 -0.485799
0.738009 -0.593919
0.882784 0.010633
0.609686 -0.638517
0.613954 -0.793971
0.477394 0.256610
0.150374 -0.520713
1.015501 -0.541769
0.653643 0.193632
0.318638 -0.602671
0.880226 -0.671116
0.217881 0.064544
0.106213 -0.200890
0.960075 -0.223705
0.739294 0.021515
0.501571 -0.543548
0.687976 -0.670566
0.913098 0.007172
0.633358 -0.657767
0.597276 -0.819520
0.304366 0.002391
0.211119 -0.219256
0.865759 -0.273173
0.383371 0.088261
0.204976 -0.335780
0.907127 -0.382280
0.589374 0.192716
0.274352 -0.556086
0.908204 -0.613249
0.375930 0.202257
0.118281 -0.410172
1.012373 -0.426706
0.621042 0.213863
0.281378 -0.593512
0.912920 -0.651035
0.665244 0.145040
0.361487 -0.576986
0.831587 -0.659714
0.652743 0.120809
0.370068 -0.551107
0.815526 -0.637682
0.407249 0.208566
0.135671 -0.436973
1.003979 -0.457532
0.341001 0.152324
0.129552 -0.350286
0.983384 -0.373106
0.113667 0.050775
0.043184 -0.116762
0.994461 -0.124369
0.704556 0.016925
0.480562 -0.515505
0.699438 -0.637454
0.622312 0.088108
0.372165 -0.506486
0.799927 -0.595824
0.411617 0.194331
0.148901 -0.430141
0.989296 -0.455059
0.345838 0.151212
0.133729 -0.352966
0.980222 -0.376932
0.347322 0.125037
0.153479 -0.335724
0.956157 -0.366530
0.782441 0.041679
0.517327 -0.588492
0.686670 -0.718175
0.927480 0.013893
0.638610 -0.672748
0.596841 -0.835389
0.483903 0.270056
0.145313 -0.534768
1.024605 -0.553612
0.161301 0.090019
0.048438 -0.178256
1.008202 -0.184537
0.552870 0.257115
0.202789 -0.575021
0.982133 -0.609470
0.184290 0.085705
0.067596 -0.191674
0.994044 -0.203157
0.728097 0.028568
0.488699 -0.540476
0.699299 -0.663717
0.446436 0.214945
0.158512 -0.469447
0.992124 -0.495423
0.148812 0.071648
0.052837 -0.156482
0.997375 -0.165141
0.337452 0.054900
0.196717 -0.279625
0.897877 -0.326280
0.572090 0.200411
0.256765 -0.549111
0.922828 -0.601246
0.190697 0.066804
0.085588 -0.183037
0.974276 -0.200415
0.345832 0.066183
0.194510 -0.293506
0.904210 -0.338827
0.576744 0.199873
0.260404 -0.552062
