0.000000 0.000000
0.333333 0.000000
0.555556 0.192450
0.648148 0.160375
0.395062 0.213833
0.131687 0.071278
0.334705 0.049894
0.778235 0.016631
0.926078 0.005544
0.486079 0.268260
0.828693 0.089420
0.276231 0.029807
0.370767 0.084709
0.370675 0.121149
0.596752 0.201862
0.374519 0.205911
0.621861 0.214879
0.207287 0.071626
0.735762 0.023875
0.629519 0.080258
0.209840 0.026753
0.736613 0.008918
0.912204 0.002973
0.484509 0.263826
0.337925 0.183837
0.336585 0.128190
0.778862 0.042730
0.642145 0.070959
0.214048 0.023653
0.071349 0.007884
0.023783 0.002628
0.504723 0.282248
0.665598 0.190016
0.389414 0.223811
0.333627 0.149716
0.345719 0.121262
0.355948 0.120011
0.593969 0.205924
0.864656 0.068641
0.663924 0.050511
0.429406 0.200077
0.809802 0.066692
0.269934 0.022231
0.551406 0.214457
0.653809 0.165241
0.656669 0.127477
0.405979 0.210810
0.801993 0.070270
0.653951 0.068871
0.422444 0.200258
0.628217 0.200102
0.876072 0.066701
0.460091 0.264017
0.652897 0.199861
0.666511 0.133510
0.649626 0.118522
0.883209 0.039507
0.961070 0.013169
0.320357 0.004390
0.554660 0.196928
0.184887 0.065643
0.061629 0.021881
0.020543 0.007294
0.006848 0.002431
0.668949 0.000810
0.889650 0.000270
0.648353 0.031900
0.882784 0.010633
0.477394 0.256610
0.653643 0.193632
0.217881 0.064544
0.739294 0.021515
0.913098 0.007172
0.304366 0.002391
0.383371 0.088261
0.589374 0.192716
0.375930 0.202257
0.621042 0.213863
0.665244 0.145040
0.652743 0.120809
0.407249 0.208566
0.341001 0.152324
0.113667 0.050775
0.704556 0.016925
0.622312 0.088108
0.411617 0.194331
0.345838 0.151212
0.347322 0.125037
0.782441 0.041679
0.927480 0.013893
0.483903 0.270056
0.161301 0.090019
0.552870 0.257115
0.184290 0.085705
0.728097 0.028568
0.446436 0.214945
0.148812 0.071648
0.337452 0.054900
0.572090 0.200411
0.190697 0.066804
0.345832 0.066183
0.576744 0.199873
0.858915 0.066624
0.952972 0.022208
0.665240 0.017277
0.615861 0.099517
0.205287 0.033172
0.357972 0.064790
0.374292 0.114136
0.791431 0.038045
